,recommendation_set_id,user_id,session_id,query_identifier,query_word_count,query_char_count,query_detected_language,query_document_id,document_language_provided,year_published,number_of_authors,abstract_word_count,abstract_char_count,abstract_detected_language,first_author_id,num_pubs_by_first_author,organization_id,application_type,item_type,request_received,hour_request_received,response_delivered,rec_processing_time,app_version,app_lang,user_os,user_os_version,user_java_version,user_timezone,country_by_ip,timezone_by_ip,local_time_of_request,local_hour_of_request,number_of_recs_in_set,recommendation_algorithm_id_used,algorithm_class,cbf_parser,search_title,search_keywords,search_abstract,time_recs_recieved,time_recs_displayed,time_recs_viewed,clicks,ctr,set_clicked
154366,219538,\N,\N,Withheld for privacy,1,16,hr,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,22/05/2019 13:40,13,22/05/2019 13:40,0.8693649999999999,4.3.1,en,\N,\N,\N,\N,DE,200,22/05/2019 13:40,13,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
154409,219583,\N,\N,Withheld for privacy,6,40,sk,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,22/05/2019 14:20,14,22/05/2019 14:20,5.85996,4.3.1,en,\N,\N,\N,\N,CZ,200,22/05/2019 14:20,14,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
154478,219654,\N,\N,Withheld for privacy,17,115,en,65173584,\N,2016,57,147,981,en,142993,1791,1,digital_library,academic_publication,22/05/2019 15:28,15,22/05/2019 15:28,4.2007,4.3.1,en,\N,\N,\N,\N,CN,800,22/05/2019 21:28,21,4,6,content_based_filtering,mlt_QP,yes,no,no,\N,\N,\N,10,2.5,1
154502,219678,\N,\N,Withheld for privacy,4,25,so,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,22/05/2019 15:47,15,22/05/2019 15:47,8.17574,4.3.1,en,\N,\N,\N,\N,DE,200,22/05/2019 15:47,15,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,3,0.4286,1
154511,219687,\N,\N,Withheld for privacy,3,31,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,22/05/2019 15:50,15,22/05/2019 15:50,0.057409800000000004,4.3.1,en,\N,\N,\N,\N,DE,200,22/05/2019 15:50,15,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
154513,219689,\N,\N,Withheld for privacy,9,58,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,22/05/2019 15:51,15,22/05/2019 15:51,4.9098,4.3.1,fr,\N,\N,\N,\N,FR,200,22/05/2019 15:51,15,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,4,0.5714,1
154517,219693,\N,\N,Withheld for privacy,6,30,en,677234,\N,2000,1,1,10,vi,436400,14,1,digital_library,academic_publication,22/05/2019 15:52,15,22/05/2019 15:52,0.0598288,4.3.1,fr,\N,\N,\N,\N,FR,200,22/05/2019 15:52,15,4,23,same_author,\N,no,no,no,\N,\N,\N,2,0.5,1
154519,219695,\N,\N,Withheld for privacy,18,108,fr,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,22/05/2019 15:52,15,22/05/2019 15:52,2.8144,4.3.1,fr,\N,\N,\N,\N,FR,200,22/05/2019 15:52,15,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
154525,219701,\N,\N,Withheld for privacy,3,51,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,22/05/2019 15:55,15,22/05/2019 15:55,0.102161,4.3.1,de,\N,\N,\N,\N,DE,200,22/05/2019 15:55,15,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,1,0.1429,1
154551,219729,\N,\N,Withheld for privacy,11,86,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,22/05/2019 16:15,16,22/05/2019 16:15,0.38042600000000004,4.3.1,en,\N,\N,\N,\N,DE,200,22/05/2019 16:15,16,7,12,content_based_filtering,edismax_QP,yes,yes,yes,\N,\N,\N,1,0.1429,1
154566,219744,\N,\N,Withheld for privacy,4,28,es,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,22/05/2019 16:22,16,22/05/2019 16:22,1.7505400000000002,4.3.1,en,\N,\N,\N,\N,AR,-300,22/05/2019 11:22,11,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,2,0.2857,1
154574,219752,\N,\N,Withheld for privacy,4,39,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,22/05/2019 16:31,16,22/05/2019 16:31,0.701708,4.3.1,en,\N,\N,\N,\N,AR,-300,22/05/2019 11:31,11,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
154575,219753,\N,\N,Withheld for privacy,17,115,en,65173584,\N,2016,57,147,981,en,142993,1791,1,digital_library,academic_publication,22/05/2019 16:32,16,22/05/2019 16:32,0.5141600000000001,4.3.1,en,\N,\N,\N,\N,CN,800,22/05/2019 22:32,22,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
154807,219990,\N,\N,Withheld for privacy,5,43,da,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,22/05/2019 21:13,21,22/05/2019 21:13,0.7587729999999999,4.3.1,fr,\N,\N,\N,\N,CA,-400,22/05/2019 15:13,15,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,4,0.5714,1
154920,220107,\N,\N,Withheld for privacy,8,66,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,23/05/2019 01:10,1,23/05/2019 01:10,7.110930000000001,4.3.1,en,\N,\N,\N,\N,BR,-300,22/05/2019 20:10,20,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
154966,220153,\N,\N,Withheld for privacy,17,115,en,65173584,\N,2016,57,147,981,en,142993,1791,1,digital_library,academic_publication,23/05/2019 03:27,3,23/05/2019 03:28,9.75553,4.3.1,en,\N,\N,\N,\N,CN,800,23/05/2019 09:27,9,7,27,sentence_embeddings,\N,no,no,no,\N,\N,\N,2,0.2857,1
154972,220160,\N,\N,Withheld for privacy,17,115,en,65173584,\N,2016,57,147,981,en,142993,1791,1,digital_library,academic_publication,23/05/2019 03:32,3,23/05/2019 03:32,0.039438,4.3.1,zh,\N,\N,\N,\N,CN,800,23/05/2019 09:32,9,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
155033,220221,\N,\N,Withheld for privacy,13,105,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,23/05/2019 07:42,7,23/05/2019 07:42,6.39211,4.3.1,en,\N,\N,\N,\N,AU,1000,23/05/2019 15:42,15,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
155067,220255,\N,\N,Withheld for privacy,12,79,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,23/05/2019 09:25,9,23/05/2019 09:25,8.04243,4.3.1,en,\N,\N,\N,\N,DE,200,23/05/2019 09:25,9,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
155070,220258,\N,\N,Withheld for privacy,17,115,en,65173584,\N,2016,57,147,981,en,142993,1791,1,digital_library,academic_publication,23/05/2019 09:27,9,23/05/2019 09:27,0.14564100000000002,4.3.1,zh,\N,\N,\N,\N,CN,800,23/05/2019 15:27,15,7,23,same_author,\N,no,no,no,\N,\N,\N,3,0.4286,1
155085,220273,\N,\N,Withheld for privacy,13,85,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,23/05/2019 09:42,9,23/05/2019 09:42,17.7193,4.3.1,en,\N,\N,\N,\N,HR,200,23/05/2019 09:42,9,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
155128,220317,\N,\N,Withheld for privacy,6,54,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,23/05/2019 10:17,10,23/05/2019 10:17,0.795673,4.3.1,de,\N,\N,\N,\N,DE,200,23/05/2019 10:17,10,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
155221,220411,\N,\N,Withheld for privacy,7,70,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,23/05/2019 11:29,11,23/05/2019 11:29,0.534958,4.3.1,en,\N,\N,\N,\N,PT,100,23/05/2019 10:29,10,7,27,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
155273,220465,\N,\N,Withheld for privacy,12,95,pl,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,23/05/2019 12:04,12,23/05/2019 12:04,1.48528,4.2,en,\N,\N,\N,\N,PL,200,23/05/2019 12:04,12,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,3,0.4286,1
155283,220476,\N,\N,Withheld for privacy,23,223,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,23/05/2019 12:10,12,23/05/2019 12:10,0.859073,4.3.1,de,\N,\N,\N,\N,DE,200,23/05/2019 12:10,12,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
155308,220501,\N,\N,Withheld for privacy,14,87,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,23/05/2019 12:51,12,23/05/2019 12:51,9.16655,4.3.1,en,\N,\N,\N,\N,SE,200,23/05/2019 12:51,12,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
155310,220503,\N,\N,Withheld for privacy,9,57,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,23/05/2019 12:52,12,23/05/2019 12:52,10.8165,4.3.1,en,\N,\N,\N,\N,SE,200,23/05/2019 12:52,12,7,8,content_based_filtering,standard_QP,yes,yes,yes,\N,\N,\N,1,0.1429,1
155387,220585,\N,\N,Withheld for privacy,6,73,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,23/05/2019 14:20,14,23/05/2019 14:20,0.437069,4.3.1,de,\N,\N,\N,\N,BE,200,23/05/2019 14:20,14,7,7,content_based_filtering,standard_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
155392,220590,\N,\N,Withheld for privacy,12,92,pt,39902654,\N,2016,1,285,1842,pt,16511435,1,1,digital_library,academic_publication,23/05/2019 14:27,14,23/05/2019 14:28,2.8216200000000002,4.3.1,en,\N,\N,\N,\N,BR,-300,23/05/2019 09:27,9,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
155482,220680,\N,\N,Withheld for privacy,16,115,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,23/05/2019 15:46,15,23/05/2019 15:46,8.58065,4.3.1,en,\N,\N,\N,\N,NL,200,23/05/2019 15:46,15,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,3,0.4286,1
155528,220727,\N,\N,Withheld for privacy,12,79,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,23/05/2019 16:20,16,23/05/2019 16:20,7.87299,4.3.1,en,\N,\N,\N,\N,NL,200,23/05/2019 16:20,16,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
155686,220885,\N,\N,Withheld for privacy,9,48,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,23/05/2019 18:51,18,23/05/2019 18:51,10.3712,4.3.1,it,\N,\N,\N,\N,IT,200,23/05/2019 18:51,18,7,8,content_based_filtering,standard_QP,yes,yes,yes,\N,\N,\N,1,0.1429,1
155723,220922,\N,\N,Withheld for privacy,13,102,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,23/05/2019 19:19,19,23/05/2019 19:19,7.80735,4.3.1,pt_BR,\N,\N,\N,\N,BR,\N,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,19,2.7143,1
155758,220957,\N,\N,Withheld for privacy,9,63,en,80608331,\N,2004,1,\N,\N,\N,23571853,798,1,digital_library,academic_publication,23/05/2019 20:16,20,23/05/2019 20:17,6.811730000000001,4.3.1,en,\N,\N,\N,\N,US,-400,23/05/2019 14:16,14,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
155760,220959,\N,\N,Withheld for privacy,7,49,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,23/05/2019 20:21,20,23/05/2019 20:21,6.3966400000000005,4.2,en,\N,\N,\N,\N,CA,-400,23/05/2019 14:21,14,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,1,0.1429,1
155767,220966,\N,\N,Withheld for privacy,9,63,en,80608331,\N,2004,1,\N,\N,\N,23571853,798,1,digital_library,academic_publication,23/05/2019 20:32,20,23/05/2019 20:32,0.07458,4.3.1,en,\N,\N,\N,\N,US,-400,23/05/2019 14:32,14,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
155768,220967,\N,\N,Withheld for privacy,5,62,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,23/05/2019 20:32,20,23/05/2019 20:32,2.9887799999999998,4.3.1,en,\N,\N,\N,\N,AT,200,23/05/2019 20:32,20,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
155814,221014,\N,\N,Withheld for privacy,12,87,it,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,23/05/2019 22:12,22,23/05/2019 22:12,10.9385,4.3.1,en,\N,\N,\N,\N,DE,200,23/05/2019 22:12,22,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
155851,221051,\N,\N,Withheld for privacy,3,27,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,23/05/2019 23:24,23,23/05/2019 23:24,0.33171300000000004,4.3.1,en,\N,\N,\N,\N,GB,100,23/05/2019 22:24,22,7,12,content_based_filtering,edismax_QP,yes,yes,yes,\N,\N,\N,1,0.1429,1
155963,221164,\N,\N,Withheld for privacy,7,65,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,24/05/2019 05:33,5,24/05/2019 05:33,2.73006,4.3.1,en,\N,\N,\N,\N,AT,200,24/05/2019 05:33,5,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,4,0.5714,1
156100,221304,\N,\N,Withheld for privacy,11,81,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,24/05/2019 10:28,10,24/05/2019 10:29,18.7722,4.3.1,en,\N,\N,\N,\N,CA,-400,24/05/2019 04:28,4,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,3,0.4286,1
156138,221342,\N,\N,Withheld for privacy,14,95,en,103191134,\N,2016,3,208,1303,en,23818024,2,1,digital_library,academic_publication,24/05/2019 11:11,11,24/05/2019 11:11,17.0784,4.3.1,en,\N,\N,\N,\N,DE,200,24/05/2019 11:11,11,7,7,content_based_filtering,standard_QP,yes,yes,no,\N,\N,\N,3,0.4286,1
156188,221392,\N,\N,Withheld for privacy,5,37,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,24/05/2019 12:01,12,24/05/2019 12:01,3.35592,4.3.1,en,\N,\N,\N,\N,DE,200,24/05/2019 12:01,12,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,3,0.4286,1
156190,221394,\N,\N,Withheld for privacy,15,99,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,24/05/2019 12:06,12,24/05/2019 12:06,6.39609,4.3.1,en,\N,\N,\N,\N,DE,200,24/05/2019 12:06,12,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,4,0.5714,1
156468,221675,\N,\N,Withheld for privacy,5,45,en,80590039,\N,2006,1,\N,\N,\N,6271804,47,1,digital_library,academic_publication,24/05/2019 17:15,17,24/05/2019 17:15,8.67297,4.3.1,en,\N,\N,\N,\N,DE,200,24/05/2019 17:15,17,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,1,0.1429,1
156471,221678,\N,\N,Withheld for privacy,6,39,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,24/05/2019 17:19,17,24/05/2019 17:20,7.421239999999999,4.3.1,en,\N,\N,\N,\N,MX,-500,24/05/2019 10:19,10,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
156478,221685,\N,\N,Withheld for privacy,6,52,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,24/05/2019 17:33,17,24/05/2019 17:33,3.12106,4.3.1,en,\N,\N,\N,\N,US,-400,24/05/2019 11:33,11,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
156491,221698,\N,\N,Withheld for privacy,24,151,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,24/05/2019 18:05,18,24/05/2019 18:05,16.2377,4.3.1,de,\N,\N,\N,\N,DE,200,24/05/2019 18:05,18,7,27,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
156497,221704,\N,\N,Withheld for privacy,12,89,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,24/05/2019 18:13,18,24/05/2019 18:13,0.100776,4.3.1,en,\N,\N,\N,\N,MX,-600,24/05/2019 10:13,10,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,2,0.2857,1
156593,221805,\N,\N,Withheld for privacy,11,93,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,24/05/2019 22:12,22,24/05/2019 22:12,4.4103699999999995,4.3.1,en,\N,\N,\N,\N,DE,200,24/05/2019 22:12,22,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
156680,221892,\N,\N,Withheld for privacy,7,51,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,25/05/2019 04:03,4,25/05/2019 04:03,3.6829300000000003,4.3.1,en,\N,\N,\N,\N,MX,-500,24/05/2019 21:03,21,7,27,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
156700,221912,\N,\N,Withheld for privacy,16,124,es,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,25/05/2019 06:54,6,25/05/2019 06:55,8.39295,4.3.1,es,\N,\N,\N,\N,PE,-500,24/05/2019 23:54,23,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,4,0.5714,1
156753,221965,\N,\N,Withheld for privacy,3,23,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,25/05/2019 11:07,11,25/05/2019 11:07,0.31305900000000003,4.3.1,en,\N,\N,\N,\N,CN,800,25/05/2019 17:07,17,7,7,content_based_filtering,standard_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
156756,221969,\N,\N,Withheld for privacy,3,23,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,25/05/2019 11:11,11,25/05/2019 11:11,0.750516,4.3.1,en,\N,\N,\N,\N,CN,800,25/05/2019 17:11,17,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
156781,221996,\N,\N,Withheld for privacy,13,106,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,25/05/2019 11:52,11,25/05/2019 11:52,9.84463,4.3.1,en,\N,\N,\N,\N,CL,\N,\N,\N,7,12,content_based_filtering,edismax_QP,yes,yes,yes,\N,\N,\N,2,0.2857,1
156898,222113,\N,\N,Withheld for privacy,10,102,en,11673029,\N,2017,2,198,1359,en,2926009,68,1,digital_library,academic_publication,25/05/2019 14:35,14,25/05/2019 14:35,3.8155900000000003,4.3.1,en,\N,\N,\N,\N,DE,200,25/05/2019 14:35,14,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
156903,222118,\N,\N,Withheld for privacy,10,101,en,11673029,\N,2017,2,198,1359,en,2926009,68,1,digital_library,academic_publication,25/05/2019 14:45,14,25/05/2019 14:45,4.11908,4.3.1,en,\N,\N,\N,\N,DE,200,25/05/2019 14:45,14,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
156957,222174,\N,\N,Withheld for privacy,17,115,en,65173584,\N,2016,57,147,981,en,142993,1791,1,digital_library,academic_publication,25/05/2019 16:29,16,25/05/2019 16:30,10.9708,4.3.1,en,\N,\N,\N,\N,CN,800,25/05/2019 22:29,22,7,10,content_based_filtering,mlt_QP,yes,yes,yes,\N,\N,\N,1,0.1429,1
157009,222227,\N,\N,Withheld for privacy,8,65,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,25/05/2019 18:00,18,25/05/2019 18:01,6.65195,4.3.1,en,\N,\N,\N,\N,US,-400,25/05/2019 12:00,12,7,27,sentence_embeddings,\N,no,no,no,\N,\N,\N,2,0.2857,1
157044,222265,\N,\N,Withheld for privacy,3,29,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,25/05/2019 19:14,19,25/05/2019 19:14,0.17369500000000002,4.3.1,en,\N,\N,\N,\N,DE,200,25/05/2019 19:14,19,7,27,sentence_embeddings,\N,no,no,no,\N,\N,\N,3,0.4286,1
157098,222320,\N,\N,Withheld for privacy,8,54,en,74075110,\N,\N,2,94,605,en,21582504,8,1,digital_library,academic_publication,25/05/2019 21:52,21,25/05/2019 21:52,9.91062,4.3.1,en,\N,\N,\N,\N,DE,200,25/05/2019 21:52,21,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,4,0.5714,1
157151,222375,\N,\N,Withheld for privacy,12,79,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,26/05/2019 01:25,1,26/05/2019 01:25,8.53445,4.3.1,en,\N,\N,\N,\N,CA,-400,25/05/2019 19:25,19,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,3,0.4286,1
157161,222385,\N,\N,Withheld for privacy,17,113,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,26/05/2019 01:41,1,26/05/2019 01:41,14.6172,4.3.1,en,\N,\N,\N,\N,CA,-400,25/05/2019 19:41,19,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,1,0.1429,1
157164,222388,\N,\N,Withheld for privacy,14,92,en,15250838,\N,2014,3,110,685,en,3616113,113,1,digital_library,academic_publication,26/05/2019 01:43,1,26/05/2019 01:43,13.8877,4.3.1,en,\N,\N,\N,\N,CA,-400,25/05/2019 19:43,19,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,2,0.2857,1
157167,222391,\N,\N,Withheld for privacy,10,74,en,11560056,\N,2017,2,225,1560,en,5786870,3,1,digital_library,academic_publication,26/05/2019 01:53,1,26/05/2019 01:54,10.9853,4.3.1,en,\N,\N,\N,\N,CA,-400,25/05/2019 19:53,19,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,2,0.2857,1
157216,222441,\N,\N,Withheld for privacy,9,56,en,11600181,\N,2017,3,216,1507,en,5786870,3,1,digital_library,academic_publication,26/05/2019 06:53,6,26/05/2019 06:53,2.23605,4.3.1,en,\N,\N,\N,\N,CA,-400,26/05/2019 00:53,0,7,6,content_based_filtering,mlt_QP,yes,no,no,\N,\N,\N,1,0.1429,1
157253,222479,\N,\N,Withheld for privacy,10,83,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,26/05/2019 09:45,9,26/05/2019 09:45,9.82369,4.3.1,en,\N,\N,\N,\N,KR,900,26/05/2019 16:45,16,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
157329,222556,\N,\N,Withheld for privacy,8,62,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,26/05/2019 12:23,12,26/05/2019 12:23,5.0653,4.3.1,de,\N,\N,\N,\N,DE,200,26/05/2019 12:23,12,7,8,content_based_filtering,standard_QP,yes,yes,yes,\N,\N,\N,3,0.4286,1
157381,222609,\N,\N,Withheld for privacy,11,121,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,26/05/2019 13:40,13,26/05/2019 13:40,0.277227,4.3.1,en,\N,\N,\N,\N,DE,200,26/05/2019 13:40,13,7,12,content_based_filtering,edismax_QP,yes,yes,yes,\N,\N,\N,1,0.1429,1
157416,222645,\N,\N,Withheld for privacy,3,35,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,26/05/2019 14:35,14,26/05/2019 14:35,0.121018,4.3.1,de,\N,\N,\N,\N,DE,200,26/05/2019 14:35,14,7,8,content_based_filtering,standard_QP,yes,yes,yes,\N,\N,\N,2,0.2857,1
157427,222656,\N,\N,Withheld for privacy,5,37,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,26/05/2019 15:03,15,26/05/2019 15:03,4.2533900000000004,4.3.1,en,\N,\N,\N,\N,CN,800,26/05/2019 21:03,21,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
157456,222685,\N,\N,Withheld for privacy,5,50,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,26/05/2019 15:46,15,26/05/2019 15:46,0.653729,4.3.1,de,\N,\N,\N,\N,DE,200,26/05/2019 15:46,15,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
157521,222751,\N,\N,Withheld for privacy,10,80,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,26/05/2019 17:16,17,26/05/2019 17:16,6.01649,4.3.1,en,\N,\N,\N,\N,NO,200,26/05/2019 17:16,17,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
157527,222757,\N,\N,Withheld for privacy,4,34,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,26/05/2019 17:21,17,26/05/2019 17:21,9.2765,4.3.1,en,\N,\N,\N,\N,CZ,200,26/05/2019 17:21,17,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,3,0.4286,1
157695,222931,\N,\N,Withheld for privacy,6,39,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,26/05/2019 22:55,22,26/05/2019 22:55,5.39958,4.3.1,en,\N,\N,\N,\N,CA,-400,26/05/2019 16:55,16,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,1,0.1429,1
157721,222957,\N,\N,Withheld for privacy,8,67,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,26/05/2019 23:58,23,26/05/2019 23:58,4.08296,4.3.1,en,\N,\N,\N,\N,ES,200,26/05/2019 23:58,23,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
